Title,belongs_to_collection,genres,original_lang,overview,popularity,production_countries,release_date,runtime,spoken langs,tagline,vote_average,vote_count
"tf.Tensor([[5703  152 1024 4606    1]], shape=(1, 5), dtype=int32)",1,"tf.Tensor(
[[784   3  31 454   3  32   3  52   3  52   3  32   3  52   3  31   3   6
    3  31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52   3
   31   3   6   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76
    3  52   3  15   3  31   3   6   3  31  71   3  75   3  17   3  23   3
   32   3  29   3  31   3 908   1]], shape=(1, 80), dtype=int32)","tf.Tensor([[  3 157  32   1]], shape=(1, 4), dtype=int32)","tf.Tensor(
[[  366     3     9 20480  6722  3292    15     7  7054   139     3     9
    538    13  3583     6   273 19779    30    46  3980  2412    12  5703
    152   398  2870    21    70   293  9990     5     1]], shape=(1, 33), dtype=int32)",52.244998931884766,"tf.Tensor(
[[784   3  31 180   3  32   3  76   3  17   3 107 480   3  32   3  52   3
   15   3   9   3  31   3 908   1]], shape=(1, 26), dtype=int32)",2016,118.0,"tf.Tensor(
[[784   3  31   3   2   3   2   3   2   3  87   3   2   3   2   3   2   3
   31   3 908   1]], shape=(1, 22), dtype=int32)","tf.Tensor([[2330   18  127   18  221    9  189 9990 4396    5    1]], shape=(1, 11), dtype=int32)",7.758999824523926,6378.0
"tf.Tensor([[14224   102  1140   204     1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31 309
    3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 49), dtype=int32)","tf.Tensor([[ 3 75 29  1]], shape=(1, 4), dtype=int32)","tf.Tensor(
[[ 6851   112  9589    57  3226    27   102     6  2556   425  7138  2695
      3  9000    12   143     3     9   280    28   112  1021   520    16
   7764  7807     6  2794  5056    44     3     9  1207    24 11226     7
     12  8116   144     7     5   299    34    31     7    59   307   274
      8  2153    13  2959   277     6   540     6    11     3    17 17000
   2440  3314   376   728   541    12     8  2870     5     1]], shape=(1, 70), dtype=int32)",22.597000122070312,"tf.Tensor(
[[784   3  31 205   3 107   3  23   3  29   3   9   3  31   3   6   3  31
  454   3  32   3  29   3 122 480   3  32   3  29   3 122   3  31   3 908
    1]], shape=(1, 37), dtype=int32)",2018,107.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31   3   2   3   2   3   2   3  87   3   2   3   2   3   2
    3  31   3   6   3  31   3   2   3   2   3   2   3  31   3 908   1]], shape=(1, 53), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",6.238999843597412,425.0
"tf.Tensor([[802 442  77  32   1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3   6
    3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31 391
    3  32   3  51   3   9   3  29   3  75   3  15   3  31   3 908   1]], shape=(1, 53), dtype=int32)","tf.Tensor([[34  1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[ 9415  4338   442   348   669     7    12   333 10773   298     3  6930
   4842    12     3     9  2581 11603     3    88  2284    48    12     3
  14952   415  2790   493 11488     5     1]], shape=(1, 31), dtype=int32)",11.79599952697754,"tf.Tensor(
[[784   3  31 272   3  15   3  40   3 122   3  23   3  76   3  51   3  31
    3   6   3  31 377   3  52   3   9   3  29   3  75   3  15   3  31   3
    6   3  31  27   3  17   3   9   3  40   3  63   3  31   3 908   1]], shape=(1, 53), dtype=int32)",1994,109.0,"tf.Tensor(
[[784   3  31  27   3  17   3   9   3  40   3  23   3   9   3  29   3  32
    3  31   3   6   3  31 262   3   7   3 102   3   9   3   2   3  32   3
   40   3  31   3 908   1]], shape=(1, 42), dtype=int32)","tf.Tensor([[7099    7  103  369 1176    5    1]], shape=(1, 7), dtype=int32)",7.945000171661377,1024.0
"tf.Tensor([[  571    12 15059   696 10282     1]], shape=(1, 6), dtype=int32)",1,"tf.Tensor(
[[784   3  31 377   3   9   3  29   3  17   3   9   3   7   3  63   3  31
    3   6   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3
   52   3  15   3  31   3   6   3  31  71   3  29   3  23   3  51   3   9
    3  17   3  23   3  32   3  29   3  31   3   6   3  31 377   3   9   3
   51   3  23   3  40   3  63   3  31   3 908   1]], shape=(1, 84), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  282     8   520    13     3     9 19476  2488    30     8   123     7
    102    13   388  4500     6 17837  2018    75  4658  6766  1536    26
   1162 10118    26  3961  6289  8519     3     9     3  5730    13  5454
     10     3    88   398  5781     3     9 14580    12  4410   112 20614
    140  8692     5   299   227   323    53     3     9     3 27625 14580
      6     3    88  3384     7    24     3    88   150  1200  2746    12
  10123    34     6    11  1446    36 15504     7     8 21168     3   104
     84     3    88  3056  9647   189   924     3   104   231    12     8
      3  3441 18363    13   112 20614  2353     5     1]], shape=(1, 105), dtype=int32)",43.02799987792969,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2010,98.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[ 555 4472   56  483  192  296    7    1]], shape=(1, 8), dtype=int32)",7.806000232696533,11762.0
"tf.Tensor([[ 301 4424    1]], shape=(1, 3), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31 391   3  32   3  51   3   9   3  29   3  75   3  15   3  31   3
  908   1]], shape=(1, 38), dtype=int32)","tf.Tensor([[ 3 17 15  1]], shape=(1, 4), dtype=int32)","tf.Tensor(
[[   37  2027    13   301  4424     6    45  4556   603    29     9  1478
     12 15810     6    45     3     9 12638    12     3     9 18766     6
     16   112   960    21  5786   298     3 27016   112 21506     6  3079
      6    11   333   280     5     1]], shape=(1, 42), dtype=int32)",4.5320000648498535,"tf.Tensor([[784   3  31  27   3  29   3  26   3  23   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)",2022,138.0,"tf.Tensor(
[[784   3  31   3   2   3   2   3   2   3   2   3   2   3   2   3  31   3
  908   1]], shape=(1, 20), dtype=int32)","tf.Tensor([[1138  138    9 4737 1999   15   26    1]], shape=(1, 8), dtype=int32)",4.817999839782715,11.0
"tf.Tensor([[ 480    5  517    5  371   10 8647  204    1]], shape=(1, 9), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31 309
    3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 49), dtype=int32)","tf.Tensor([[  3 157  29   1]], shape=(1, 4), dtype=int32)","tf.Tensor(
[[   37  1717    18 25973  1322    13 12561   291  2540  7257     7    41
    439 15643    61    65     3     9   126   147   322    26   230     3
     18 21989     6     3  2544   564 17613  2971    16     8   842    13
    112  5575    15     7     5   978    66   725   320    95    12 21989
     38    70 28390     6     8   789   217     7   376    38     3     9
   5888    12   973    11   455   117 14645    33     3 12818   127    53
     21 27831    11 29105    53    21   112   323  2857     5 12737   972
   3392     7    11 19752   477 19902    38 21989  3256    30   112 13118
     21    73 12654    40    35  5402 15859  4710     5     1]], shape=(1, 106), dtype=int32)",13.28499984741211,"tf.Tensor([[784   3  31  27   3  29   3  26   3  23   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)",2022,168.0,"tf.Tensor([[784   3  31   3  58   3  58   3  58   3  58   3  58   3  31   3 908   1]], shape=(1, 18), dtype=int32)","tf.Tensor([[   37  1150    27     7   499 30110     1]], shape=(1, 7), dtype=int32)",7.631999969482422,102.0
"tf.Tensor([[   37  9218    13 13329    40     7     1]], shape=(1, 7), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  29   3  23   3  51   3   9   3  17   3  23   3  32
    3  29   3  31   3   6   3  31 377   3   9   3  51   3  23   3  40   3
   63   3  31   3   6   3  31 377   3   9   3  29   3  17   3   9   3   7
    3  63   3  31   3 908   1]], shape=(1, 61), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[12316 19902     7   586   215   625 23506    29   113   398  2870 19476
      7    11     3     9 30890  8581    12   253     3     9  6884    11
    743     8 13660  3086    13 13329    40     7     5    86   455    12
   1992 16397 12090    35    31     7   484     6 23506    29   398  8269
    112  1659   222 14935    30     3     9  2829 13118    24    56   240
    376  1909     8   703   346    63  4205    11   139     8     3    35
   8694  1054  5827   213  5107  9735  1950 14231  7387     5  2003 23506
     29  7229    16   112 13118    58     1]], shape=(1, 91), dtype=int32)",14.256999969482422,"tf.Tensor(
[[784   3  31 272   3  15   3  40   3 122   3  23   3  76   3  51   3  31
    3   6   3  31 377   3  52   3   9   3  29   3  75   3  15   3  31   3
    6   3  31  27   3  52   3  15   3  40   3   9   3  29   3  26   3  31
    3 908   1]], shape=(1, 57), dtype=int32)",2009,75.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[ 5527     8 14882   139   659     1]], shape=(1, 6), dtype=int32)",7.425000190734863,577.0
"tf.Tensor([[11469     3   184  5424  1896     1]], shape=(1, 6), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3   6
    3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 34), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  438    70  7069     3  1498   307  1187   135     6 12373   146    32
  11469     3 19281    40    11 15865  6424    63 17046    30     3     9
   1196  6358  1552    13  7190    11  5316     5     3  4868     8  1666
      7    13     3     9 28313  2023     6    11    28     8   380    13
     70 28908 11977   195    15    11    27    26     9     3   104     3
      9 25114  1486  1810    16    70   293   269     3   104     8  3116
     31     7   333    13  5505     6    38   168    38    21   284   119
      6 16178     7    38    79  2451    70   286    16     8  9812    13
     70     3  7923    53   452     1]], shape=(1, 102), dtype=int32)",11.300000190734863,"tf.Tensor(
[[784   3  31 205   3   9   3  29   3   9   3  26   3   9   3  31   3   6
    3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3  29
    3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29   3
   23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3   7
    3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9   3
   31   3 908   1]], shape=(1, 94), dtype=int32)",2018,98.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor(
[[   37    73    17  1490   733    13     8   296    31     7  4016 12373
   1810     5     1]], shape=(1, 15), dtype=int32)",6.9720001220703125,935.0
"tf.Tensor([[10371    88  1408     1]], shape=(1, 4), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3 908
    1]], shape=(1, 19), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[14360  2776    83  3276    19     3     9  9980    49    16     8 11957
  26713 15315    16     8  2312  4585   614    95     5   216 12902   112
   4284   344   280    11  1687    11   112  4806    18    77    18  4207
    406     8   540   906    12 10111   160  2553    11    12  1961   160
    861     5   304  3807     8   540   906     6  2776    83  3276  2204
      7    12   240   294    16   128   182  5107 18297 13557    15  2870
      7     5     1]], shape=(1, 75), dtype=int32)",41.5099983215332,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1990,105.0,"tf.Tensor(
[[784   3  31 262   3   7   3 102   3   9   3   2   3  32   3  40   3  31
    3   6   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3
   31   3 908   1]], shape=(1, 40), dtype=int32)","tf.Tensor(
[[  366     8  6162    33     3     9 19126   233   290    54   163    36
     80     3  1765     5     1]], shape=(1, 17), dtype=int32)",6.519999980926514,883.0
"tf.Tensor([[24252     3   184  1266 14312   867     1]], shape=(1, 7), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  391   3  32   3  51   3   9   3  29   3  75   3  15   3  31   3 908   1]], shape=(1, 36), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71   733    13   333    11   280   859     8     3 16349  1566     3
   5560   651   383     8  5664    29     3  1498     5  1363     5  2798
   1582    19     3     9 26266   840    16  1347    17  2590  5718    28
    112   147   346     9  1007  2512    11   874 16649     6    68     3
     99     3    88    67     7    70   629    56    36     3 23665    57
      3     9 10382 12685  4068    79    43   470  1736     6    78     8
    384    31     7   647  8800    11  1034    19  8976    30     8 16649
    492   207  5281     7     5     1]], shape=(1, 90), dtype=int32)",37.02399826049805,"tf.Tensor(
[[784   3  31 377   3  52   3   9   3  29   3  75   3  15   3  31   3   6
    3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3  29
    3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29   3
   23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3   7
    3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9   3
   31   3 908   1]], shape=(1, 94), dtype=int32)",2005,127.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[   71 14210  2177    13   165    97     5     1]], shape=(1, 8), dtype=int32)",8.086000442504883,7116.0
"tf.Tensor([[12630 26219     1]], shape=(1, 3), dtype=int32)",1,"tf.Tensor(
[[784   3  31 549   3   9   3  52   3  31   3   6   3  31  71   3  75   3
   17   3  23   3  32   3  29   3  31   3   6   3  31 309   3  52   3   9
    3  51   3   9   3  31   3 908   1]], shape=(1, 45), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71   166    18   715 14268  3433     3     9 21362    63    13     3
  26655 10911  6771  2909    13 10838   640     8 23968    88  8283 13818
     13     8   105 20096 13430   153    12     8   851  2356    13 18548
   4416   438   150   799  1189  1711    21   305   477     6     8 14268
     11   112 21362    63   398  3392     8  3825 10101 17562   412    18
  14131     7    16   455    12   428     8    66   725     3     9  1253
     12  1369     8   615     5     1]], shape=(1, 78), dtype=int32)",29.03899955749512,"tf.Tensor(
[[784   3  31 205   3   9   3  29   3   9   3  26   3   9   3  31   3   6
    3  31 205   3 107   3  23   3  29   3   9   3  31   3   6   3  31 412
    3  29   3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3
   15   3   7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75
    3   9   3  31   3 908   1]], shape=(1, 79), dtype=int32)",2020,91.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor(
[[  37  163  589   72 5107  145    8  851 2356   47    8 2870   12  129
   132    5    1]], shape=(1, 17), dtype=int32)",7.416999816894531,2435.0
"tf.Tensor([[   37  9027    13 10438     1]], shape=(1, 5), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52
    3  15   3  31   3   6   3  31  71   3  29   3  23   3  51   3   9   3
   17   3  23   3  32   3  29   3  31   3   6   3  31 309   3  52   3   9
    3  51   3   9   3  31   3   6   3  31 377   3   9   3  51   3  23   3
   40   3  63   3  31   3 908   1]], shape=(1, 80), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  100    19     8  9468  5221    13   192 10740  2650 20064    11  4425
   2260     6    80  2170    13 11268  1717     6    11    80    46    42
   8237    28     3     9  2829   657     5 22818    95     8   200    13
    803     6    79   698     3     9  1101  6235    13   339    18 31083
   4192    11   207    18 27440    26  8374   651     5   299     8  2827
     56  5510   356   135    44 11007     6    38    80  2992     8 21893
     13     8   167  2021 21039    30  3596     6    11     8   119     8
   3934  2488    13   112   151    55  2940   804 25704    56  6276   483
     70  1342    11     8   296     5     1]], shape=(1, 103), dtype=int32)",37.73099899291992,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1998,99.0,"tf.Tensor(
[[784   3  31   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3
    2   3  31   3   6   3  31 262   3  29   3 122   3  40   3  23   3   7
    3 107   3  31   3 908   1]], shape=(1, 43), dtype=int32)","tf.Tensor(
[[  37 2621   27    7 2977    5   37 8483   19  242 3258    5   37 2900
    19  852    5    1]], shape=(1, 18), dtype=int32)",7.243000030517578,3528.0
"tf.Tensor([[29999    10  3720  7261     1]], shape=(1, 5), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52
    3  15   3  31   3   6   3  31 180   3  75   3  23   3  15   3  29   3
   75   3  15 377   3  23   3  75   3  17   3  23   3  32   3  29   3  31
    3   6   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3
  908   1]], shape=(1, 74), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  621     8 18827   984    13 29999    10    86 16925  1602     6     8
   8084    19    16     3 23162   788    12     8  2231    13     8  5428
  13622     6 19224    32     7     5   438     8   199    13  4080    66
    725     6     8 29999   398     3 15222   728    72    16   455    12
     64    32 19224    32     7    31  2874    11  7882   455    12     8
   8084   728    11    21    66     6   150  1052   125  7702   164    36
     16  1078     5     1]], shape=(1, 76), dtype=int32)",93.93000030517578,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2019,181.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31   3   2   3   2   3   2   3  31   3   6   3  31   3  31
    3 908   1]], shape=(1, 39), dtype=int32)","tf.Tensor([[  71 1926  397    8 9717    5    1]], shape=(1, 7), dtype=int32)",8.267000198364258,23106.0
"tf.Tensor([[ 7080   159 11521    10 23777     1]], shape=(1, 6), dtype=int32)",1,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  283   3  63   3   7   3  17   3  15   3  52   3  63   3  31   3   6   3
   31 391   3  32   3  51   3   9   3  29   3  75   3  15   3  31   3 908
    1]], shape=(1, 55), dtype=int32)","tf.Tensor([[2515    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[11959     6     3     9  1236   825    16 21462     6 16562    28     3
      9 10164   757 18124    11     3     9  3169    26   384     5   366
    255  3154   147     3     9  1782     6   255  2928     7    24   165
   2527     6     3     9 10611  5191     6    19  6016   120  4107    17
      9  5341    11     3    15 16001 15946  2462    30   112 11195    31
    951  3088     5  1875 11959    19    91  4843    26     6   255  1344
      7     3     9  6765  6235    28     8  5191     3   104    11    38
      8   192   582  4645     6   255 12902  6257  4682    16     8  2214
     13   984    24   228   483   160   280     5     1]], shape=(1, 105), dtype=int32)",17.28499984741211,"tf.Tensor(
[[784   3  31 377   3  52   3   9   3  29   3  75   3  15   3  31   3   6
    3  31 276   3  32   3  40   3   9   3  29   3  26   3  31   3   6   3
   31 180   3 210   3  23   3  17   3 172   3  15   3  52   3  40   3   9
    3  29   3  26   3  31   3 908   1]], shape=(1, 63), dtype=int32)",1994,100.0,"tf.Tensor(
[[ 784    3   31  377    3   52    3    9    3   29    3 8970    3    9
     3   23    3    7    3   31    3  908    1]], shape=(1, 23), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",8.0,1161.0
"tf.Tensor([[   37  3497   162  5258 30884    49     1]], shape=(1, 7), dtype=int32)",1,"tf.Tensor(
[[784   3  31 377   3   9   3  29   3  17   3   9   3   7   3  63   3  31
    3   6   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3
   52   3  15   3  31   3   6   3  31  71   3  29   3  23   3  51   3   9
    3  17   3  23   3  32   3  29   3  31   3   6   3  31 205   3  32   3
   51   3  15   3  26   3  63   3  31   3   6   3  31 377   3   9   3  51
    3  23   3  40   3  63   3  31   3   6   3  31 283   3  76   3   7   3
   23   3  75   3  31   3 908   1]], shape=(1, 116), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71   563    13     3 14134  9403     6  2342  1452     3 12797    15
     26    16     3     9  1248   234    24    70   384   141   131  1916
      6  2204    12  2762    70  1021   505   215   625    96  7429  1280
      1]], shape=(1, 37), dtype=int32)",13.616000175476074,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1987,90.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 262   3   7   3 102   3   9   3   2   3  32   3  40   3
   31   3   6   3  31 276   3  32   3  40   3   7   3 157   3  23   3  31
    3 908   1]], shape=(1, 57), dtype=int32)","tf.Tensor([[24324   139     8  4472    55     1]], shape=(1, 6), dtype=int32)",6.900000095367432,365.0
"tf.Tensor([[ 8929 16023    11     8 27344    49    13 12611  1258  3478     1]], shape=(1, 11), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  26   3 208   3  15   3  29   3  17   3  76   3  52
    3  15   3  31   3   6   3  31 377   3   9   3  29   3  17   3   9   3
    7   3  63   3  31   3 908   1]], shape=(1, 44), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 2929   386    44  1546   122  2910    17     7   598   126   694    11
   2428    38  8929   669     7     8 10396   768    13 16009     3     9
    454 23640 11442     6     3 21139  2346    18 22872    53 24586  1478
     17     7   139     3   107   173   291   485    11   237  5074   223
     97     5   299     8  1657    92  3200  5129    10  3668    18     7
   4636    53   374   297   127     7 21994   147     8   496     6    46
      3  1427    13     8     3  6004   450  3843   216    18 20754    18
  14050  2264    18  2703    18 23954    26 29503     7   441     8 13243
   4205     6    11  2971  5529 25027 22438   302  1589  6754     7 12611
   1258  3478     5   275  8929    56 11230   135    66     5     1]], shape=(1, 119), dtype=int32)",97.06800079345705,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3
   29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29
    3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3
    7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9
    3  31   3 908   1]], shape=(1, 77), dtype=int32)",2004,141.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[13051 25972    48   194   639     5     1]], shape=(1, 7), dtype=int32)",8.022000312805176,19470.0
"tf.Tensor([[   37   377 10335    16   421  2042     7     1]], shape=(1, 8), dtype=int32)",0,"tf.Tensor(
[[784   3  31 391   3  32   3  51   3   9   3  29   3  75   3  15   3  31
    3   6   3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 36), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[    3  4868     8  8985    18 31763    29  1765  1035 14769    24    65
   2944   160     3     9   360   203     6  1626  4650    65   470   118
    959    68  7213     6   160   804  5800    16 22573  1286  8209     5
    299   116     3     9  1868  2650  1660   302  2336     7  8247  3475
     44  9520 13824  4224  1531     6  1626  4650    31     7   733    19
     81    12    36  1551     3    60 14973     5     1]], shape=(1, 69), dtype=int32)",30.017000198364254,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2014,126.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",7.599999904632568,10466.0
"tf.Tensor([[8561   26    9    1]], shape=(1, 4), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  391   3  32   3  51   3   9   3  29   3  75   3  15   3  31   3 908   1]], shape=(1, 36), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71 25705    13  2377  8561    26     9  2209   107    40    32     6
    113  4245    15    26     8  1406    13     3     9 31777    53  2871
     11   160 10301   222 13281  5281   139   160   161     5     1]], shape=(1, 35), dtype=int32)",10.432000160217283,"tf.Tensor(
[[784   3  31 205   3   9   3  29   3   9   3  26   3   9   3  31   3   6
    3  31 283   3  15   3 226   3  23   3  75   3  32   3  31   3   6   3
   31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3   9   3
   17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52   3  23
    3  75   3   9   3  31   3 908   1]], shape=(1, 81), dtype=int32)",2002,123.0,"tf.Tensor(
[[  784     3    31   377     3    52     3     9     3    29     3  8970
      3     9     3    23     3     7     3    31     3     6     3    31
    262     3    29     3   122     3    40     3    23     3     7     3
    107     3    31     3     6     3    31   276     3  3700 12681 12681
      3  6652     3  2795     3     2     3    31     3   908     1]], shape=(1, 59), dtype=int32)","tf.Tensor([[16386    12    36   142 12160    26     5     1]], shape=(1, 8), dtype=int32)",7.431000232696533,1855.0
